   300180.3      -1.560492       2999544.       9811.026      4.9591064E-03
  2.0980835E-05  -1.485189     -9.7656250E-03  4.2406716E-03  1.3187528E-06
   6014439.       76397.19     -0.1281738      1.2591481E-05   368820.3    
  -1.552378       3092698.       21470.04     -7.5422018E-03 -1.0824203E-04
  -5.107422      0.0000000E+00  1.8964495E-03 -5.9902668E-06   6455256.    
   160891.9     -0.2549526     -9.6619129E-05   446158.7      -1.538404    
   3208602.       45655.70     -9.9563599E-03  1.8882751E-04   2.367554    
 -3.2958984E-02 -2.8264523E-03  1.8358231E-05   6943593.       329407.3    
  8.9721680E-02  1.8894672E-04   531611.4      -1.515363       3353349.    
   93709.80      5.0862632E-03  4.9400330E-04  -1.539171     -9.8632812E-02
 -7.9939105E-03 -7.6293945E-05   7493489.       643164.6      3.6892362E-02
 -6.3562393E-04   612701.3      -1.480688       3484485.       179750.2    
  1.5869141E-03 -1.0910034E-03  -1.000000     -3.1738281E-02 -2.2888184E-05
  2.4127960E-04   7998241.       1171512.      0.1052246     -2.6674271E-03
   682818.9      -1.434220       3615797.       319860.6      7.7126240E-03
 -3.4179688E-03  1.4204545E-02 -5.0781250E-02 -7.4906781E-04 -3.7574768E-04
   8224706.       1971234.     -0.1873224     -5.5160522E-03   718646.6    
  -1.378706       3689588.       520916.2      1.0274251E-02  1.6784668E-03
  0.1814779      8.3984375E-02  2.6830037E-03 -4.4631958E-04   8020070.    
   3026803.     -1.9124348E-02 -5.4855347E-03   701511.8      -1.320691    
   3680999.       777699.9     -9.3900242E-05 -1.8005371E-03 -5.4368243E-02
 -0.1953125     -1.4789288E-03 -5.7983398E-04   7339378.       4239016.    
 -3.9438102E-03  3.0517578E-04   617000.2      -1.272229       3570026.    
   1070308.      3.4441268E-03  3.6315918E-03  0.1865768      7.2753906E-02
  3.2479423E-03 -2.3040771E-03   6105601.       5423892.     -5.8593750E-02
 -9.6435547E-03   460723.4      -1.268291       3372836.       1363398.    
  3.2145183E-03  4.2114258E-03 -0.1565755     -0.2539062     -2.7974446E-03
 -5.3405762E-04   4541236.       6449986.      4.7037762E-02 -1.2329102E-02
   246737.5      -1.448522       3110640.       1628048.      1.2702942E-02
 -1.1413574E-02  1.5106201E-02  3.9062500E-02 -9.0837479E-04 -5.7983398E-04
   2772180.       7096000.      8.5449219E-02  3.5522461E-02   143932.0    
  -2.976532       2826433.       1841158.      8.6503866E-04  5.3710938E-03
  0.2475873      0.1318359     -4.1827033E-03  6.1035156E-05   1111835.    
   7386032.     -3.8559858E-02 -2.3925781E-02   419566.0       2.627323    
   2555711.       1999791.      1.9497342E-03 -8.9721680E-03 -0.2967665    
 -0.2504883     -2.7465820E-03 -6.7749023E-03  -381357.9       7265698.    
 -0.2384440      0.1142578       761211.7       2.528912       2324126.    
   2114502.      7.2920951E-03  6.5917969E-03 -8.5320726E-02 -0.2216797    
 -1.4455696E-03 -9.7656250E-04  -1556995.       6799628.     -0.2058491    
  0.3759766       1122707.       2.505214       2147596.       2212571.    
  1.0070802E-03 -3.0517578E-03  0.1590576      0.1262207      1.1383058E-02
 -5.7983398E-04  -2506043.       6104519.      0.3027344      0.8007812    
   1494978.       2.503902       2006163.       2328742.     -8.7193085E-04
 -1.4648438E-03  0.1509022      6.6406250E-02  6.8882536E-03 -9.8419189E-04
  -3083710.       5109660.     -0.6417411     -0.3076172       1871143.    
   2.527391       1866248.       2497914.      1.4149059E-03 -8.3312988E-03
 -0.2846458     -0.3666992     -4.4389203E-04 -1.3532639E-03  -3285255.    
   3949906.     -0.2130682      -1.154297       2202772.       2.587696    
   1661446.       2711042.     -2.1229620E-04  1.2207031E-03 -0.1816194    
 -0.1474609      1.1941661E-03 -6.1035156E-05  -3141596.       2739609.    
  0.3617527     -0.7773438       2384147.       2.678510       1361722.    
   2862113.     -9.2824298E-04  1.0070801E-03 -2.0141602E-02 -0.1079102    
 -2.2888182E-04 -7.1716309E-04  -2566999.       1768730.      -1.009115    
 -0.5849609       2347760.       2.774203       1047966.       2865728.    
  2.6855469E-04 -9.9792480E-03  0.1878906      0.2089844     -9.8876953E-03
  6.7138672E-04  -1908080.       1245394.      0.3625000     -0.2724609    
   2110196.       2.854983       800399.6       2743404.     -2.4648814E-03
