Nb de periode :    95
 0.3000
  0.981103E+04  0.000000E+00  0.127068E-01 -0.305176E-04  0.762560E+05 -0.748444E-02
  0.209808E-04  0.196632E+05  0.310898E-03  0.123410E+04  0.161457E-02  0.805831E-02
 -0.976562E-02  0.657959E-01  0.626392E+06 -0.827148E+00  0.510254E+00 -0.157471E-01
  0.131875E-05  0.796384E+03  0.323057E-04  0.474807E+02 -0.229478E-05  0.123610E+00
  0.763972E+05  0.140381E-02 -0.579364E+01  0.683594E-02  0.592817E+06  0.308838E-01
  0.125915E-04 -0.219121E-01  0.703335E-05  0.103136E+00  0.153273E-03  0.485361E+04
 0.3500
  0.214700E+05 -0.762939E-04  0.559029E+00 -0.146484E-02  0.160760E+06 -0.350952E-02
 -0.108242E-03  0.443363E+05 -0.373840E-03  0.417693E+04  0.354767E-03  0.407491E-01
  0.000000E+00 -0.168457E-01  0.785105E+06 -0.861328E+00  0.111328E+00  0.127808E+00
 -0.599027E-05  0.323341E+04 -0.600815E-04  0.270530E+03 -0.125170E-05  0.250206E+00
  0.160892E+06 -0.140381E-02 -0.287794E+02  0.976562E-03  0.120530E+07  0.217468E+00
 -0.966191E-04 -0.935354E-01 -0.238419E-05  0.227306E+00 -0.408292E-04  0.171008E+05
 0.4000
  0.456557E+05 -0.915527E-04 -0.305039E+00 -0.854492E-03  0.328571E+06 -0.353546E-01
  0.188828E-03  0.982881E+05 -0.617981E-02  0.126798E+05 -0.364494E-02 -0.480633E-01
 -0.329590E-01  0.184570E+00  0.964534E+06 -0.193359E+00 -0.200195E-01 -0.217529E+00
  0.183582E-04  0.105827E+05  0.283241E-03  0.135712E+04 -0.524282E-03  0.232244E+00
  0.329407E+06 -0.695801E-02  0.273457E+02  0.976562E-03  0.236235E+07 -0.373535E+00
  0.188947E-03 -0.433842E+00 -0.190735E-05 -0.135803E+00 -0.105429E-02  0.536445E+05
 0.4500
  0.937098E+05 -0.732422E-03 -0.934815E+00 -0.976562E-03  0.640773E+06 -0.559998E-01
  0.494003E-03  0.212721E+06  0.323486E-02  0.361720E+05 -0.116234E-01  0.696720E+00
 -0.986328E-01  0.251221E+00  0.115263E+07 -0.689453E+00  0.136914E+01 -0.329590E-01
 -0.762939E-04  0.313122E+05  0.120544E-02  0.601532E+04  0.414848E-03  0.151566E+01
  0.643165E+06 -0.170898E-02 -0.259048E+02 -0.195312E-01  0.443175E+07 -0.164062E+00
 -0.635624E-03  0.327515E+01  0.152588E-04 -0.935516E+00  0.131578E-01  0.174764E+06
 0.5000
  0.179750E+06 -0.854492E-03 -0.121081E+01  0.126953E-01  0.116911E+07 -0.978394E-01
 -0.109100E-02  0.437168E+06  0.127563E-01  0.903791E+05  0.146637E-01 -0.477337E+00
 -0.317383E-01 -0.375977E-01  0.129411E+07  0.234375E-01  0.209766E+01 -0.144775E+00
  0.241280E-03  0.806739E+05  0.305176E-04  0.166745E+05 -0.327873E-02 -0.231879E+01
  0.117151E+07  0.439453E-02 -0.135020E+02  0.390625E-02  0.760770E+07 -0.117139E+01
 -0.266743E-02 -0.144737E+01 -0.381470E-03  0.121777E+01 -0.274086E-02  0.493596E+06
 0.5500
  0.319861E+06 -0.488281E-03  0.499146E+00 -0.976562E-03  0.196505E+07  0.123413E+00
 -0.341797E-02  0.845465E+06  0.137939E-01  0.209003E+06 -0.144196E-01 -0.117908E+01
 -0.507812E-01  0.131836E+00  0.140283E+07 -0.390625E-01  0.323828E+01  0.367676E+00
 -0.375748E-03  0.188832E+06 -0.553894E-02  0.464497E+05  0.338364E-02 -0.325213E+01
  0.197123E+07  0.107422E-01 -0.175293E+00  0.117188E+00  0.121149E+08  0.285156E+01
 -0.551605E-02 -0.102185E+01  0.274658E-03 -0.135864E+01 -0.483780E-01  0.132678E+07
 0.6000
  0.520916E+06  0.390625E-02 -0.610352E-01 -0.126953E-01  0.301014E+07 -0.604736E+00
  0.167847E-02  0.152044E+07  0.275879E-01  0.439747E+06  0.299683E-01 -0.949326E+00
  0.839844E-01  0.776367E-01  0.145765E+07 -0.312500E+00  0.183691E+01 -0.161133E+00
 -0.446320E-03  0.403428E+06 -0.207520E-01  0.117631E+06  0.158081E-01 -0.225450E+01
  0.302680E+07 -0.126953E-01 -0.493164E+00  0.000000E+00  0.174902E+08 -0.309570E+00
 -0.548553E-02 -0.347900E+00  0.793457E-03 -0.754883E+00  0.276535E+00  0.313695E+07
 0.6500
  0.777700E+06 -0.439453E-02  0.345215E+00  0.214844E-01  0.421697E+07 -0.232422E+01
 -0.180054E-02  0.250751E+07  0.397949E-01  0.818822E+06 -0.671387E-03 -0.190729E+01
 -0.195312E+00 -0.556641E-01  0.144818E+07  0.117188E+00  0.399707E+01 -0.294434E+00
 -0.579834E-03  0.760299E+06  0.732422E-03  0.249342E+06 -0.244904E-01  0.934502E+00
  0.423902E+07 -0.351562E-01 -0.211523E+01 -0.937500E-01  0.229196E+08 -0.271484E+00
  0.305176E-03  0.940430E+00  0.488281E-02 -0.101758E+01  0.543213E-02  0.728704E+07
 0.7000
  0.107031E+07 -0.537109E-02  0.393066E-01 -0.195312E-02  0.538608E+07 -0.131250E+01
  0.363159E-02  0.376252E+07  0.637207E-01  0.138976E+07  0.225525E+00 -0.447281E+01
  0.727539E-01  0.143066E+00  0.140406E+07  0.113672E+01 -0.872070E+00 -0.771973E+00
