 
      1   1820    945      1
    1  0.4984903E+01  0.3361474E+00 -0.2321429E+01  0.9989930E+00  0.4486634E-01  0.0000000E+00  0.8011577E-01
    1  0.4984903E+01  0.3361474E+00 -0.1964286E+01  0.9989930E+00  0.4486635E-01  0.0000000E+00  0.8011574E-01
    1  0.4984903E+01  0.3361474E+00 -0.1607143E+01  0.9989930E+00  0.4486635E-01  0.0000000E+00  0.8011574E-01
    1  0.4984903E+01  0.3361474E+00 -0.1250000E+01  0.9989930E+00  0.4486634E-01  0.0000000E+00  0.8011577E-01
    1  0.4984903E+01  0.3361474E+00 -0.8928571E+00  0.9989930E+00  0.4486634E-01  0.0000000E+00  0.8011575E-01
    1  0.4984903E+01  0.3361474E+00 -0.5357143E+00  0.9989930E+00  0.4486634E-01  0.0000000E+00  0.8011573E-01
    1  0.4984903E+01  0.3361474E+00 -0.1785714E+00  0.9989930E+00  0.4486635E-01  0.0000000E+00  0.8011576E-01
    1  0.4994967E+01  0.1120491E+00 -0.2321429E+01  0.9989930E+00  0.4486633E-01  0.0000000E+00  0.8011580E-01
    1  0.4994967E+01  0.1120491E+00 -0.1964286E+01  0.9989930E+00  0.4486633E-01  0.0000000E+00  0.8011577E-01
    1  0.4994967E+01  0.1120491E+00 -0.1607143E+01  0.9989930E+00  0.4486633E-01  0.0000000E+00  0.8011577E-01
    1  0.4994967E+01  0.1120491E+00 -0.1250000E+01  0.9989930E+00  0.4486633E-01  0.0000000E+00  0.8011580E-01
    1  0.4994967E+01  0.1120491E+00 -0.8928571E+00  0.9989930E+00  0.4486633E-01  0.0000000E+00  0.8011578E-01
    1  0.4994967E+01  0.1120491E+00 -0.5357143E+00  0.9989930E+00  0.4486632E-01  0.0000000E+00  0.8011577E-01
    1  0.4994967E+01  0.1120491E+00 -0.1785715E+00  0.9989930E+00  0.4486633E-01  0.0000000E+00  0.8011579E-01
    1  0.4934704E+01  0.7816375E+00 -0.2321429E+01  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011577E-01
    1  0.4934704E+01  0.7816375E+00 -0.1964286E+01  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011574E-01
    1  0.4934704E+01  0.7816375E+00 -0.1607143E+01  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011574E-01
    1  0.4934704E+01  0.7816375E+00 -0.1250000E+01  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011577E-01
    1  0.4934704E+01  0.7816375E+00 -0.8928571E+00  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011575E-01
    1  0.4934704E+01  0.7816375E+00 -0.5357143E+00  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011574E-01
    1  0.4934704E+01  0.7816375E+00 -0.1785714E+00  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011576E-01
    1  0.4964815E+01  0.5593435E+00 -0.2321429E+01  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011577E-01
    1  0.4964815E+01  0.5593435E+00 -0.1964286E+01  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011575E-01
    1  0.4964815E+01  0.5593435E+00 -0.1607143E+01  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011575E-01
    1  0.4964815E+01  0.5593435E+00 -0.1250000E+01  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011577E-01
    1  0.4964815E+01  0.5593435E+00 -0.8928571E+00  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011577E-01
    1  0.4964815E+01  0.5593435E+00 -0.5357143E+00  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011574E-01
    1  0.4964815E+01  0.5593435E+00 -0.1785714E+00  0.9909500E+00  0.1342313E+00  0.0000000E+00  0.8011577E-01
    1  0.4844773E+01  0.1220834E+01 -0.2321429E+01  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.8011571E-01
    1  0.4844773E+01  0.1220834E+01 -0.1964286E+01  0.9749279E+00  0.2225208E+00  0.0000000E+00  0.8011569E-01
    1  0.4844773E+01  0.1220834E+01 -0.1607143E+01  0.9749279E+00  0.2225208E+00  0.0000000E+00  0.8011569E-01
    1  0.4844773E+01  0.1220834E+01 -0.1250000E+01  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.8011571E-01
    1  0.4844773E+01  0.1220834E+01 -0.8928572E+00  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.8011570E-01
    1  0.4844773E+01  0.1220834E+01 -0.5357143E+00  0.9749280E+00  0.2225208E+00  0.0000000E+00  0.8011568E-01
    1  0.4844773E+01  0.1220834E+01 -0.1785714E+00  0.9749279E+00  0.2225208E+00  0.0000000E+00  0.8011571E-01
    1  0.4894690E+01  0.1002134E+01 -0.2321429E+01  0.9749275E+00  0.2225227E+00  0.0000000E+00  0.8011580E-01
    1  0.4894690E+01  0.1002134E+01 -0.1964286E+01  0.9749275E+00  0.2225227E+00  0.0000000E+00  0.8011577E-01
    1  0.4894690E+01  0.1002134E+01 -0.1607143E+01  0.9749275E+00  0.2225227E+00  0.0000000E+00  0.8011577E-01
    1  0.4894690E+01  0.1002134E+01 -0.1250000E+01  0.9749275E+00  0.2225227E+00  0.0000000E+00  0.8011580E-01
    1  0.4894690E+01  0.1002134E+01 -0.8928571E+00  0.9749275E+00  0.2225227E+00  0.0000000E+00  0.8011578E-01
    1  0.4894690E+01  0.1002134E+01 -0.5357143E+00  0.9749275E+00  0.2225227E+00  0.0000000E+00  0.8011576E-01
    1  0.4894690E+01  0.1002134E+01 -0.1785714E+00  0.9749275E+00  0.2225227E+00  0.0000000E+00  0.8011578E-01
    1  0.4715834E+01  0.1650202E+01 -0.2321429E+01  0.9510562E+00  0.3090179E+00  0.0000000E+00  0.8011581E-01
    1  0.4715834E+01  0.1650202E+01 -0.1964286E+01  0.9510562E+00  0.3090179E+00  0.0000000E+00  0.8011578E-01
    1  0.4715834E+01  0.1650202E+01 -0.1607143E+01  0.9510562E+00  0.3090179E+00  0.0000000E+00  0.8011578E-01
    1  0.4715834E+01  0.1650202E+01 -0.1250000E+01  0.9510562E+00  0.3090179E+00  0.0000000E+00  0.8011581E-01
    1  0.4715834E+01  0.1650201E+01 -0.8928571E+00  0.9510562E+00  0.3090179E+00  0.0000000E+00  0.8011580E-01
    1  0.4715834E+01  0.1650202E+01 -0.5357143E+00  0.9510562E+00  0.3090180E+00  0.0000000E+00  0.8011577E-01
    1  0.4715834E+01  0.1650201E+01 -0.1785715E+00  0.9510562E+00  0.3090179E+00  0.0000000E+00  0.8011580E-01
    1  0.4785154E+01  0.1436857E+01 -0.2321429E+01  0.9510562E+00  0.3090177E+00  0.0000000E+00  0.8011585E-01
    1  0.4785154E+01  0.1436857E+01 -0.1964286E+01  0.9510563E+00  0.3090178E+00  0.0000000E+00  0.8011582E-01
    1  0.4785154E+01  0.1436857E+01 -0.1607143E+01  0.9510563E+00  0.3090178E+00  0.0000000E+00  0.8011582E-01
    1  0.4785154E+01  0.1436857E+01 -0.1250000E+01  0.9510562E+00  0.3090177E+00  0.0000000E+00  0.8011585E-01
    1  0.4785154E+01  0.1436857E+01 -0.8928571E+00  0.9510563E+00  0.3090178E+00  0.0000000E+00  0.8011583E-01
    1  0.4785154E+01  0.1436857E+01 -0.5357143E+00  0.9510563E+00  0.3090178E+00  0.0000000E+00  0.8011581E-01
    1  0.4785154E+01  0.1436857E+01 -0.1785714E+00  0.9510563E+00  0.3090178E+00  0.0000000E+00  0.8011583E-01
    1  0.4548926E+01  0.2066283E+01 -0.2321429E+01  0.9195282E+00  0.3930237E+00  0.0000000E+00  0.8011586E-01
    1  0.4548926E+01  0.2066283E+01 -0.1964286E+01  0.9195283E+00  0.3930238E+00  0.0000000E+00  0.8011583E-01
    1  0.4548926E+01  0.2066283E+01 -0.1607143E+01  0.9195283E+00  0.3930238E+00  0.0000000E+00  0.8011583E-01
    1  0.4548926E+01  0.2066283E+01 -0.1250000E+01  0.9195282E+00  0.3930237E+00  0.0000000E+00  0.8011586E-01
    1  0.4548926E+01  0.2066283E+01 -0.8928571E+00  0.9195282E+00  0.3930238E+00  0.0000000E+00  0.8011585E-01
    1  0.4548926E+01  0.2066283E+01 -0.5357143E+00  0.9195283E+00  0.3930238E+00  0.0000000E+00  0.8011582E-01
    1  0.4548926E+01  0.2066283E+01 -0.1785714E+00  0.9195284E+00  0.3930238E+00  0.0000000E+00  0.8011585E-01
    1  0.4637092E+01  0.1860010E+01 -0.2321429E+01  0.9195282E+00  0.3930239E+00  0.0000000E+00  0.8011582E-01
    1  0.4637092E+01  0.1860010E+01 -0.1964286E+01  0.9195282E+00  0.3930240E+00  0.0000000E+00  0.8011580E-01
    1  0.4637092E+01  0.1860010E+01 -0.1607143E+01  0.9195282E+00  0.3930240E+00  0.0000000E+00  0.8011580E-01
    1  0.4637092E+01  0.1860010E+01 -0.1250000E+01  0.9195282E+00  0.3930239E+00  0.0000000E+00  0.8011582E-01
    1  0.4637092E+01  0.1860010E+01 -0.8928572E+00  0.9195282E+00  0.3930239E+00  0.0000000E+00  0.8011581E-01
    1  0.4637092E+01  0.1860010E+01 -0.5357143E+00  0.9195282E+00  0.3930240E+00  0.0000000E+00  0.8011579E-01
    1  0.4637092E+01  0.1860010E+01 -0.1785715E+00  0.9195282E+00  0.3930240E+00  0.0000000E+00  0.8011581E-01
    1  0.4345394E+01  0.2465727E+01 -0.2321429E+01  0.8805947E+00  0.4738701E+00  0.0000000E+00  0.8011567E-01
    1  0.4345394E+01  0.2465727E+01 -0.1964286E+01  0.8805948E+00  0.4738701E+00  0.0000000E+00  0.8011564E-01
    1  0.4345394E+01  0.2465727E+01 -0.1607143E+01  0.8805948E+00  0.4738701E+00  0.0000000E+00  0.8011564E-01
    1  0.4345394E+01  0.2465727E+01 -0.1250000E+01  0.8805947E+00  0.4738701E+00  0.0000000E+00  0.8011567E-01
    1  0.4345394E+01  0.2465727E+01 -0.8928572E+00  0.8805948E+00  0.4738702E+00  0.0000000E+00  0.8011565E-01
    1  0.4345394E+01  0.2465727E+01 -0.5357143E+00  0.8805947E+00  0.4738701E+00  0.0000000E+00  0.8011564E-01
    1  0.4345394E+01  0.2465727E+01 -0.1785714E+00  0.8805947E+00  0.4738701E+00  0.0000000E+00  0.8011566E-01
    1  0.4451694E+01  0.2268188E+01 -0.2321429E+01  0.8805959E+00  0.4738680E+00  0.0000000E+00  0.8011566E-01
    1  0.4451694E+01  0.2268188E+01 -0.1964286E+01  0.8805959E+00  0.4738680E+00  0.0000000E+00  0.8011563E-01
    1  0.4451694E+01  0.2268188E+01 -0.1607143E+01  0.8805959E+00  0.4738680E+00  0.0000000E+00  0.8011563E-01
    1  0.4451694E+01  0.2268188E+01 -0.1250000E+01  0.8805959E+00  0.4738680E+00  0.0000000E+00  0.8011566E-01
    1  0.4451694E+01  0.2268188E+01 -0.8928572E+00  0.8805959E+00  0.4738680E+00  0.0000000E+00  0.8011565E-01
    1  0.4451694E+01  0.2268188E+01 -0.5357143E+00  0.8805959E+00  0.4738680E+00  0.0000000E+00  0.8011562E-01
    1  0.4451694E+01  0.2268188E+01 -0.1785715E+00  0.8805959E+00  0.4738681E+00  0.0000000E+00  0.8011565E-01
    1  0.4106875E+01  0.2845318E+01 -0.2321429E+01  0.8345734E+00  0.5508966E+00  0.0000000E+00  0.8011583E-01
