 
      1    576    476      1
    1  0.1925926E+02 -0.1000000E+02 -0.9285714E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116403E+01
    1  0.1925926E+02 -0.1000000E+02 -0.7857143E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116402E+01
    1  0.1925926E+02 -0.1000000E+02 -0.6428572E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116402E+01
    1  0.1925926E+02 -0.1000000E+02 -0.5000000E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116403E+01
    1  0.1925926E+02 -0.1000000E+02 -0.3571429E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116402E+01
    1  0.1925926E+02 -0.1000000E+02 -0.2142857E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116402E+01
    1  0.1925926E+02 -0.1000000E+02 -0.7142859E+00  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116403E+01
    1  0.1777778E+02 -0.1000000E+02 -0.9285714E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116403E+01
    1  0.1777778E+02 -0.1000000E+02 -0.7857143E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116402E+01
    1  0.1777778E+02 -0.1000000E+02 -0.6428572E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116402E+01
    1  0.1777778E+02 -0.1000000E+02 -0.5000000E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116403E+01
    1  0.1777778E+02 -0.1000000E+02 -0.3571429E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116402E+01
    1  0.1777778E+02 -0.1000000E+02 -0.2142857E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116402E+01
    1  0.1777778E+02 -0.1000000E+02 -0.7142859E+00  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116403E+01
    1  0.1629630E+02 -0.1000000E+02 -0.9285714E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116403E+01
    1  0.1629630E+02 -0.1000000E+02 -0.7857143E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116402E+01
    1  0.1629630E+02 -0.1000000E+02 -0.6428572E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116402E+01
    1  0.1629630E+02 -0.1000000E+02 -0.5000000E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116403E+01
    1  0.1629630E+02 -0.1000000E+02 -0.3571429E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116402E+01
    1  0.1629630E+02 -0.1000000E+02 -0.2142857E+01  0.0000000E+00 -0.1000000E+01  0.0000000E+00  0.2116402E+01
