VARIABLES="Period (s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Diffraction force - beta =   0.000 deg",I=    95,F=POINT
 1.8500  0.309359E+06  0.727303E-01  0.113808E+06  0.162416E+00  0.389087E+05  0.272506E-03    2.42    4.76  -21.19  -97.12 -177.98 -168.49
 1.9000  0.297449E+06  0.309155E-01  0.104185E+06  0.593566E-01  0.456473E+05  0.100812E-02    5.46 -129.46  -16.40 -262.85 -174.54 -182.60
 1.9500  0.285663E+06  0.286772E-01  0.952659E+05  0.532503E+00  0.512899E+05  0.728797E-03    8.84 -156.23  -11.38  -92.42 -170.69 -173.99
 2.0000  0.274011E+06  0.618180E-01  0.870230E+05  0.389532E+00  0.563177E+05  0.255898E-03   12.56   -9.28   -6.14  -91.78 -166.74 -206.57
 2.0500  0.262543E+06  0.197449E-01  0.793889E+05  0.362091E-01  0.608439E+05  0.445993E-03   16.58 -204.99   -0.69  -33.37 -162.80  -14.87
 2.1000  0.251344E+06  0.245156E-01  0.723871E+05  0.693887E-01  0.648414E+05  0.866197E-03   20.89  -50.21    4.87  -97.70 -158.90 -174.44
 2.1500  0.240428E+06  0.503672E-01  0.659420E+05  0.268004E-01  0.682165E+05  0.825244E-04   25.50   -6.51   10.33   80.59 -154.89 -146.31
 2.2000  0.230047E+06  0.319618E-01  0.600623E+05  0.404031E-01  0.703956E+05  0.160399E-03   30.40    2.44   16.35 -229.90 -149.51 -244.65
 2.2500  0.220112E+06  0.196433E-01  0.549142E+05  0.400776E-01  0.721491E+05  0.194888E-03   35.55   61.61   23.02  -85.66 -144.10   44.80
 2.3000  0.210590E+06  0.466993E-01  0.507683E+05  0.157827E+00  0.734848E+05  0.132379E-03   40.96 -182.51   30.54 -265.10 -138.56  -53.79
 2.3500  0.201453E+06  0.353581E-01  0.502310E+05  0.679088E-01  0.743864E+05  0.132818E-03   46.60   21.98   42.04   89.17 -133.05   77.56
 2.4000  0.192674E+06  0.435869E-01  0.342414E+05  0.108805E+00  0.748346E+05  0.400235E-03   52.47   -8.13   32.46  -96.33 -127.43 -252.39
 2.4500  0.184296E+06  0.292081E-01  0.348227E+05  0.708075E-01  0.746992E+05  0.769837E-04   58.58 -201.16   46.98 -238.98 -121.59   63.12
 2.5000  0.176313E+06  0.139083E-01  0.324147E+05  0.426840E-01  0.742233E+05  0.221364E-03   64.91 -215.48   55.51 -106.69 -115.33 -127.56
 2.5500  0.168845E+06  0.262834E-01  0.291665E+05  0.419361E-01  0.739291E+05  0.267138E-03   71.43 -217.58   61.72  -82.30 -108.72  -88.36
 2.6000  0.161771E+06  0.322839E-02  0.261555E+05  0.833055E-01  0.731968E+05  0.107693E-03   78.16   31.96   68.51  -75.36 -102.21   67.07
 2.6500  0.155136E+06  0.171047E-01  0.234593E+05  0.244542E-01  0.720896E+05  0.694317E-03   85.06 -197.81   75.66   78.70  -95.70 -269.37
 2.7000  0.149084E+06  0.174523E-01  0.210267E+05  0.225824E-01  0.703350E+05  0.345646E-03 -267.89 -184.24   83.11  -61.78  -89.38   47.68
 2.7500  0.144474E+06  0.209127E-01  0.188502E+05  0.195035E-01  0.684119E+05  0.260100E-03 -260.86  -89.58 -269.18 -241.27  -83.80 -175.79
 2.8000  0.256128E+06  0.112424E-01  0.169208E+05  0.282703E-01  0.916486E+05  0.325347E-03   85.09   58.73 -261.08 -175.50 -189.70  -94.71
 2.8500  0.126706E+06  0.541871E-02  0.152583E+05  0.727043E-02  0.683430E+05  0.248512E-03 -244.43 -147.20 -252.70 -259.18  -64.98 -107.88
